l1i_size,l1d_size,l1_assoc,l2_size,l2_assoc,line_size,$_cost,misc_cost,total_cost,cpi,CPIvsCOST_weighted
4.0,4.0,2.0,512.0,8.0,16.0,586.0,16.384,602.384,1.0838072158323855,118.0670457726659
1.0,8.0,1.0,128.0,4.0,32.0,205.0,2.048,207.048,1.093188983813622,41.8745511870509
4.0,32.0,2.0,512.0,2.0,128.0,808.5,8.704,817.204,1.000664023998672,162.50053121919896
1.0,8.0,1.0,16.0,4.0,64.0,93.0,0.128,93.128,1.2129381835741238,19.570350546859302
2.0,2.0,2.0,512.0,2.0,16.0,552.5,36.864000000000004,589.364,1.089103959821792,111.37128316785743
1.0,1.0,1.0,4.0,1.0,64.0,24.25,0.0,24.25,2.9538247560923505,7.213059804873881
2.0,2.0,2.0,8.0,2.0,128.0,48.5,0.5760000000000001,49.076,2.117467061765066,11.393973649412054
8.0,8.0,1.0,128.0,1.0,32.0,260.25,0.0,260.25,1.0914348878171303,52.92314791025371
16.0,16.0,1.0,512.0,1.0,16.0,772.25,0.0,772.25,1.009943016,155.25795441280002
1.0,8.0,4.0,128.0,1.0,32.0,216.25,2.3040000000000003,218.554,1.0695779518608441,44.105662361488676
32.0,2.0,8.0,512.0,8.0,16.0,818.0,16.896,834.896,1.0792466558415066,164.46339732467322
2.0,2.0,8.0,512.0,2.0,128.0,576.5,4.224,580.724,1.0467416319065168,116.13739330552522
1.0,1.0,4.0,1024.0,1.0,32.0,1056.25,0.512,1056.762,1.0737832238524336,212.10902657908196
16.0,64.0,2.0,128.0,8.0,512.0,778.0,2.624,780.624,1.000143055999714,156.40011444479978
8.0,1.0,4.0,1024.0,1.0,64.0,1112.25,1.1520000000000001,1113.402,1.0597062638805874,223.29776501110447
16.0,16.0,4.0,256.0,8.0,16.0,530.0,20.48,550.48,1.009108824,106.8072870592
8.0,1.0,1.0,16.0,4.0,64.0,93.0,0.128,93.128,1.3898568632202863,19.71188549057623
32.0,32.0,2.0,512.0,8.0,128.0,1034.0,9.216000000000001,1043.216,1.0001087679997824,207.60008701439983
16.0,16.0,2.0,1024.0,8.0,16.0,1290.0,49.152,1339.152,1.007965944,258.8063727552
4.0,2.0,2.0,512.0,8.0,128.0,570.0,1.792,571.792,1.0789046238421907,114.86312369907375
4.0,2.0,8.0,512.0,8.0,16.0,594.0,9.728,603.728,1.082067023835866,119.6656536190687
4.0,32.0,2.0,512.0,2.0,16.0,808.5,69.632,878.1320000000001,1.0032379119935242,162.50259032959482
1.0,1.0,4.0,128.0,4.0,64.0,161.0,1.28,162.28,1.0622272318755455,33.04978178550044
8.0,128.0,4.0,1024.0,4.0,32.0,2129.0,51.2,2180.2,1.0006581279986837,426.60052650239896
16.0,16.0,2.0,256.0,4.0,16.0,521.0,40.96,561.96,1.007965944,105.0063727552
1.0,8.0,1.0,128.0,1.0,32.0,204.25,0.0,204.25,1.093323063813354,41.724658451050686
1.0,1.0,1.0,128.0,1.0,64.0,148.25,0.0,148.25,1.2071252395857495,30.6157001916686
32.0,2.0,2.0,512.0,8.0,16.0,794.0,43.008,837.008,1.08462001583076,159.6676960126646
16.0,16.0,2.0,64.0,8.0,128.0,330.0,4.224,334.224,1.0047391839905215,66.80379134719242
1.0,8.0,4.0,128.0,4.0,32.0,217.0,4.352,221.352,1.06944499186111,44.25555599348889
16.0,16.0,4.0,128.0,2.0,16.0,400.5,24.576,425.076,1.009108824,80.9072870592
64.0,64.0,8.0,512.0,8.0,128.0,1570.0,5.12,1575.12,1.0001081999997836,314.80008655999984
4.0,32.0,2.0,512.0,8.0,16.0,810.0,45.056000000000004,855.056,1.0032379119935242,162.8025903295948
8.0,8.0,4.0,16.0,1.0,64.0,160.25,2.048,162.298,1.0818428558363142,32.91547428466905
16.0,16.0,2.0,512.0,8.0,16.0,778.0,40.96,818.96,1.007965944,156.4063727552
16.0,64.0,2.0,512.0,2.0,512.0,1160.5,3.584,1164.084,1.0001461476489824,232.9001169181192
4.0,2.0,8.0,8.0,8.0,128.0,90.0,0.20800000000000002,90.208,1.8323021023353958,19.465841681868316
16.0,16.0,2.0,64.0,4.0,16.0,329.0,34.816,363.81600000000003,1.007966424,66.6063731392
16.0,16.0,2.0,256.0,2.0,16.0,520.5,49.152,569.652,1.007965944,104.90637275520001
16.0,16.0,2.0,64.0,2.0,512.0,328.5,1.1520000000000001,329.652,1.0053502159892995,66.50428017279144
1.0,8.0,4.0,128.0,1.0,64.0,216.25,1.1520000000000001,217.402,1.0569411038861178,44.095552883108894
1.0,1.0,4.0,1024.0,4.0,32.0,1057.0,16.896,1073.896,1.0737832238524336,212.25902657908196
16.0,16.0,8.0,64.0,2.0,128.0,352.5,1.536,354.036,1.0097377839805244,71.30779022718443
4.0,4.0,2.0,8.0,2.0,16.0,80.5,8.704,89.20400000000001,2.6274048127451906,18.201923850196152
16.0,16.0,1.0,128.0,8.0,16.0,390.0,2.048,392.048,1.009943016,78.8079544128
64.0,64.0,8.0,128.0,8.0,128.0,1186.0,4.352,1190.352,1.0001081999997836,238.00008655999986
8.0,1.0,1.0,1024.0,4.0,64.0,1101.0,8.192,1109.192,1.2057738235884523,221.16461905887078
16.0,16.0,1.0,1024.0,8.0,16.0,1286.0,16.384,1302.384,1.009943016,258.00795441279996
32.0,4.0,2.0,512.0,2.0,128.0,808.5,8.704,817.204,1.0616957358766086,162.5493565887013
4.0,32.0,2.0,512.0,8.0,128.0,810.0,5.632000000000001,815.632,1.000664023998672,162.80053121919894
2.0,4.0,2.0,512.0,8.0,16.0,570.0,14.336,584.336,1.0856412878287174,114.86851303026297
2.0,4.0,2.0,8.0,8.0,16.0,66.0,6.272,72.272,2.6248232047503537,15.299858563800285
4.0,4.0,8.0,512.0,2.0,128.0,608.5,4.352,612.852,1.0440958319118083,122.53527666552945
16.0,16.0,8.0,64.0,8.0,128.0,354.0,1.1520000000000001,355.152,1.0097363439805274,71.60778907518441
2.0,4.0,8.0,512.0,2.0,16.0,592.5,34.304,626.804,1.083359423833281,119.36668753906662
4.0,32.0,8.0,512.0,8.0,128.0,834.0,2.176,836.176,1.0005581439988838,167.6004465151991
1.0,8.0,1.0,16.0,1.0,64.0,92.25,0.0,92.25,1.2034268235931465,19.412741458874518
1.0,8.0,4.0,128.0,4.0,64.0,217.0,2.176,219.176,1.0568086238863827,44.24544689910911
1.0,128.0,1.0,1024.0,4.0,32.0,2061.0,16.384,2077.384,1.0047551519904896,413.00380412159245
4.0,4.0,8.0,512.0,2.0,16.0,608.5,34.816,643.316,1.0819288878361422,122.56554311026892
128.0,1.0,1.0,1024.0,4.0,32.0,2061.0,16.384,2077.384,1.1754203836491592,413.1403363069194
16.0,16.0,8.0,128.0,2.0,128.0,416.5,2.048,418.548,1.0097366639805267,84.10778933118443
1.0,8.0,4.0,1024.0,1.0,32.0,1112.25,2.3040000000000003,1114.554,1.06944499186111,223.3055559934889
8.0,1.0,4.0,1024.0,4.0,32.0,1113.0,18.688000000000002,1131.688,1.0690873918618253,223.45526991348947
2.0,4.0,8.0,8.0,8.0,128.0,90.0,0.20800000000000002,90.208,1.8305108783389783,19.464408702671182
1.0,8.0,1.0,1024.0,1.0,32.0,1100.25,0.0,1100.25,1.093188983813622,220.9245511870509
64.0,64.0,8.0,128.0,2.0,128.0,1184.5,5.12,1189.62,1.0001081999997836,237.70008655999985
1.0,8.0,1.0,1024.0,4.0,64.0,1101.0,8.192,1109.192,1.0904906638190186,221.07239253105524
32.0,4.0,8.0,512.0,8.0,128.0,834.0,2.176,836.176,1.0436458959127082,167.63491671673017
2.0,4.0,8.0,512.0,8.0,16.0,594.0,9.728,603.728,1.083359423833281,119.66668753906663
16.0,64.0,2.0,128.0,2.0,128.0,776.5,11.264,787.764,1.0003773919992451,156.1003019135994
16.0,16.0,2.0,64.0,2.0,128.0,328.5,4.6080000000000005,333.108,1.0048710239902579,66.5038968191922
16.0,16.0,2.0,512.0,2.0,16.0,776.5,65.536,842.0360000000001,1.007965944,156.1063727552
4.0,2.0,2.0,512.0,8.0,16.0,570.0,14.336,584.336,1.0872698878254603,114.86981591026037
16.0,64.0,2.0,512.0,2.0,128.0,1160.5,14.336,1174.836,1.0003770719992457,232.9003016575994
32.0,32.0,8.0,512.0,8.0,16.0,1058.0,24.576,1082.576,1.0005878319988244,212.40047026559907
16.0,16.0,4.0,64.0,4.0,16.0,337.0,18.432000000000002,355.432,1.009109144,68.2072873152
4.0,4.0,2.0,512.0,8.0,128.0,586.0,2.048,588.048,1.062250991875498,118.0498007935004
16.0,16.0,4.0,64.0,1.0,16.0,336.25,16.384,352.634,1.009110904,68.0572887232
16.0,16.0,2.0,1024.0,2.0,16.0,1288.5,98.304,1386.804,1.007965944,258.5063727552
